City,Address,Area(In Sq.Feet),Price(Float),Bedroom,Bathroom,Road,Face,Parking,Floors
 Lalitpur, Sanepa,5818.25,150000000.0,10,10,20.0,South,0,4.5
 Lalitpur, Nakkhu,1026.75,18000000.0,4,5,13.0,North,1,3.0
 Kathmandu, Kavresthali,1197.875,19000000.0,6,3,0.0,North East,1,3.0
 Kathmandu, Budhanilkantha,1711.25,30500000.0,4,4,15.0,North East,2,3.0
 Kathmandu, Budhanilkantha,1347.609375,33000000.0,3,4,20.0,East,1,3.0
 Kathmandu, Lazimpat,2738.0,55000000.0,10,5,15.0,South,5,
 Kathmandu, Budhanilkantha,2845.0,35000000.0,5,4,12.0,East,5,3.0
 Kathmandu, Banasthali,1369.0,25000000.0,6,0,16.0,North East,1,
 Kathmandu, Makalbari,1197.875,10500000.0,2,1,12.0,South West,1,1.0
 Lalitpur, Civil Homes,2053.5,29500000.0,3,2,18.0,West,1,3.0
 Kathmandu, Dhumbarahi,2395.75,45000000.0,5,5,12.0,South,3,
 Kathmandu, Chandol,1369.0,31500000.0,4,4,20.0,West,1,
 Kathmandu, Baneshwor,2139.0625,7700000.0,0,2,14.0,South,1,2.0
 Kathmandu, Kapan,174.3,25000.0,0,0,13.0,South,0,
 Kathmandu, Pasikot,1625.6875,13800000.0,2,1,12.0,East,0,
 Kathmandu, Basbari,2395.75,45000000.0,4,0,20.0,South,2,
 Kathmandu, Dallu,1155.09375,29000000.0,8,4,20.0,West,1,3.0
 Kathmandu, Kalanki,4577.59375,6750000.0,7,5,15.0,North East,3,3.0
 Kathmandu, Budhanilkantha,1775.421875,29000000.0,0,0,20.0,North East,0,3.0
 Kathmandu, Tripureshwor,1450.0,20000.0,0,1,36.0,North West,2,
 Kathmandu, Goldhunga,1026.75,1800000020.0,0,0,10.0,North East,0,4.0
 Kathmandu, Chhauni,1283.4375,25000000.0,6,3,11.0,North,0,
 Kathmandu, Baniyatar,1112.3125,16500000.0,6,3,10.0,South,0,3.0
 Kathmandu, Chandol,1197.875,24500000.0,4,3,13.124,East,2,2.0
 Kathmandu, Maharajgunj,2738.0,80000000.0,18,6,29.529,East,0,4.0
 Kathmandu, Baniyatar,1711.25,32000000.0,9,4,10.0,East,0,
 Kathmandu, Baniyatar,1369.0,35000000.0,10,3,16.0,North,0,3.0
 Lalitpur, Thasikhel,1369.0,24000000.0,12,4,0.0,South East,4,3.0
 Kathmandu, Naxal,2224.625,150000000.0,0,0,20.0,North,0,3.5
 Kathmandu, Kalimati,1283.4375,29500000.0,0,0,0.0,East,0,
 Kathmandu, Nagdhunga,1197.875,9500000.0,4,2,15.0,West,0,2.0
 Kathmandu, Thankot,1369.0,17500000.0,5,2,16.0,South,0,3.0
 Kathmandu, Samakhusi,727.28125,130000004000000.0,2,1,10.0,South,1,1.0
 Kathmandu, Maharajgunj,5133.75,70000000.0,7,5,12.0,East,8,3.0
 Kathmandu, Budhanilkantha,1197.875,12800000.0,2,1,12.0,West,2,1.0
 Kathmandu, Budhanilkantha,1454.5625,27500000.0,10,3,13.0,South,2,3.0
 Kathmandu, Budhanilkantha,1796.8125,32000000.0,5,4,13.0,South East,2,3.0
 Kathmandu, Kamalpokhari,3400.0,55000000.0,2,3,0.0,North East,0,
 Kathmandu, Chandol,1780.0,22500000.0,3,4,20.0,North East,0,
 Kathmandu, Panipokhari,1380.0,30000000.0,3,3,36.091,South East,0,
 Kathmandu, Swayambhu,1500.0,20000000.0,3,3,0.0,East,0,
 Kathmandu, Maligaon,4107.0,65000000.0,5,6,13.0,North West,0,
 Kathmandu, Makalbari,2481.3125,28000000.0,6,4,13.0,South,0,
 Lalitpur, Jhamsikhel,1026.75,35000000.0,5,4,20.0,South,0,3.0
 Lalitpur, Bhaisepati,3422.5,70000000.0,5,5,13.0,South West,4,3.0
 Lalitpur, Bhaisepati,2909.125,39077000.0,4,4,16.0,South,1,3.0
 Kathmandu, Baluwatar,1800.0,25000000.0,3,3,0.0,South East,0,
 Kathmandu, Bishal Nagar,3700.0,45000000.0,4,4,0.0,North East,0,
 Kathmandu, Kamalpokhari,2450.0,35000000.0,3,3,0.0,South East,0,
 Lalitpur, Harisiddhi,1882.375,25000000.0,3,3,0.0,South West,1,2.0
 Kathmandu, Pasikot,1197.875,17500000.0,6,2,12.0,North,1,3.0
 Kathmandu, Makalbari,1176.484375,21500000.0,7,4,14.0,South West,1,4.0
 Kathmandu, Mhepi,2395.75,38000000.0,8,4,15.0,North West,1,4.0
 Kathmandu, Dallu,1026.75,24000000.0,15,5,20.0,North,0,4.0
 Kathmandu, Thamel,1026.75,100.0,0,0,20.0,East,0,3.0
 Kathmandu, Balaju,1240.65625,14200000.0,5,2,13.0,North West,3,2.0
 Kathmandu, Sunderbasti,1197.875,19500000.0,5,3,13.0,East,2,3.0
 Kathmandu, Kalikasthan,3508.0625,100000000.0,5,2,20.0,West,4,3.0
 Kathmandu, Ramkot,1326.21875,19000000.0,4,3,20.0,East,4,3.0
 Kathmandu, Gongabu,1540.125,29000000.0,10,6,10.0,West,4,5.0
 Kathmandu, Samakhusi,165.0,500000.0,0,0,20.0,East,0,
 Kathmandu, Samakhusi,855.625,20500000.0,5,4,16.0,South,3,3.0
 Lalitpur, Bhaisepati,800.0,7500000.0,2,2,24.0,West,2,1.0
 Kathmandu, Lazimpat,1582.0,17500000.0,3,3,20.0,South,2,3.0
 Lalitpur, Lubhu,1775.421875,14500000.0,4,3,13.0,South East,1,2.0
 Kathmandu, Sunderbasti,1775.421875,27500000.0,6,4,13.0,South East,1,3.0
 Kathmandu, Kamalpokhari,3400.0,55000000.0,2,3,20.0,North East,0,
 Lalitpur, Dhobighat,1350.0,16500000.0,3,2,20.0,East,0,10.0
 Kathmandu, Tripureshwor,3000.0,25000000.0,3,4,13.0,South East,0,4.0
 Lalitpur, Jhamsikhel,683.0,12500000.0,2,1,20.0,East,1,1.0
 Kathmandu, Budhanilkantha,6074.9375,110000000.0,4,6,20.0,South East,5,2.5
 Kathmandu, Budhanilkantha,5133.75,62500000.0,5,4,13.0,West,4,3.0
 Lalitpur, Bhaisepati,65712.0,13000000.0,3,2,28.0,North West,1,4.0
 Lalitpur, Bhaisepati,65712.0,13000000.0,3,2,28.0,North West,1,4.0
 Bhaktapur, Lokanthali,2566.875,35000000.0,6,3,18.0,North East,2,3.0
 Kathmandu, Budhanilkantha,4021.4375,36500000.0,4,5,18.0,South,4,3.0
 Kathmandu, Baniyatar,1711.25,20000000.0,12,4,15.0,South East,2,
 Lalitpur, Dhapakhel,1860.984375,25000000.0,6,3,10.0,North,2,
 Lalitpur, Hattiban,1925.15625,23000000.0,7,3,16.0,North East,2,
 Kathmandu, Pepsicola,1336.0,11000000.0,3,2,20.0,North West,1,6.0
 Lalitpur, Kupondole,10267.5,6500000.0,4,3,30.0,North,5,3.0
 Kathmandu, Sitapaila,1112.3125,12000000.0,4,2,13.0,North East,1,2.0
