Title,Full_Address,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Build Area,Posted,Amenities,City,Address
"Koteshwor Kathmandu House For Sale : House For Sale In Koteshwor, Kathmandu","['sahayoginagar', ' Koteshwor', ' Kathmandu']","NPR. 4,15,00,000 Onwards",5,5,4.0,1,South,,668,4 Aana,6 Meter,N/A Aana,7 months ago,"['Drainage', 'Parking', 'Balcony', 'Fencing', 'Water Supply', 'TV Cable', 'Wifi', 'Washing Machine', 'Water Well', 'Water Tank', 'Electricity Backup']", Kathmandu, Koteshwor
"RESIDENTIAL : House For Sale In Imadol, Lalitpur","['Sital Height', ' Imadol', ' Lalitpur']","NPR. 2,65,00,000 Total Price",5,4,3.0,1,North,,1.2K,0-3-1-0 Aana,13 Feet / Soil Stabilized,2189 Aana,8 months ago,"['Balcony', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']", Lalitpur, Imadol
"Urgent House On Sell : House For Sale In Pepsicola, Kathmandu","['Harharmahadev chowk', ' Pepsicola', ' Kathmandu']","NPR. 1,90,00,000",3,2,4.0,2,South East,2019.0,628,0-2.3.3 Aana,12 Feet / Gravelled,800 Aana,8 months ago,"['Drainage', 'Garage', 'Parking', 'Balcony', 'Water Supply', 'Fencing', 'Modular Kitchen', 'Water Well', 'Water Tank']", Kathmandu, Pepsicola
"House For Sale In Budhanilkantha, Kathmandu","['Budhanilkantha', ' Budhanilkantha', ' Kathmandu']","NPR. 3,75,00,000 Onwards",8,2,2.0,2,West,2077.0,550,0-5-0-0 Aana,20 Feet / Blacktopped,1600 Sq. Feet,8 months ago,[], Kathmandu, Budhanilkantha
"House For Sale In Chappal Karkhana, Kathmandu","['82', ' Chappal Karkhana', ' Kathmandu']","NPR. 10,00,00,000 Onwards",10,7,4.0,0,South East,2065.0,503,11 Aana,12 Feet / Gravelled,1300 Sq. Feet,8 months ago,"['Balcony', 'Drainage']", Kathmandu, Chappal Karkhana
"3.5 Storey House Built In 5 Aana Land At 3.98 Crore : House For Sale In Madhyapur Thimi, Bhaktapur","['Madhyapur thimi', ' Madhyapur Thimi', ' Bhaktapur']","NPR. 3,98,00,000",8,4,3.0,1,East,2072.0,446,1710 Sq. Feet,13 Feet / Paved,4300 Sq. Feet,8 months ago,"['Drainage', 'Parking', 'Balcony', 'Fencing', 'Water Supply', 'Wifi', 'Internet']", Bhaktapur, Madhyapur Thimi
"Pasikot : House For Sale In Pasikot, Kathmandu","['Pasikot', ' Pasikot', ' Kathmandu']","NPR. 3,90,00,000 Onwards",0,0,,2,North,,472,0-5-0-0 Aana,16 Feet / Blacktopped,N/A Aana,8 months ago,"['Lawn', 'Drainage', 'Parking']", Kathmandu, Pasikot
"House For Sale In Basundhara, Kathmandu","['Basundhara', ' 500 m from Ishan hospital new building', ' Basundhara', ' Kathmandu']","NPR. 3,00,00,000",4,4,3.0,1,South,2077.0,869,0-4-0-0 Aana,10 Feet / Gravelled,2400 Sq. Feet,8 months ago,['Garage'], Kathmandu, Basundhara
"Pasikot : House For Sale In Pasikot, Kathmandu","['Bhudanilkantha pasikot', ' Pasikot', ' Kathmandu']","NPR. 7,50,00,000 Onwards",0,4,3.0,3,East,2022.0,844,0-8-0-0 Aana,14 Feet / Gravelled,N/A Aana,8 months ago,"['Lawn', 'Drainage', 'Garage', 'Parking']", Kathmandu, Pasikot
"House For Sale : House For Sale In Kageshwari-Manohara, Kathmandu","['Greenhillcity', ' Narayantar', ' Kageshwari-Manohara', ' Kathmandu']","NPR. 2,50,00,000",3,2,2.0,1,East,2018.0,617,6 Aana,0 Feet,N/A Aana,8 months ago,"['Parking', 'Lawn', 'Water Supply']", Kathmandu, Kageshwari-Manohara
"Best House For Sale : House For Sale In Nagarjun, Kathmandu","['E-6', ' Nagarjun', ' Kathmandu']","NPR. 55,00,000 Per Aana",0,4,3.0,2,North East,2016.0,425,6.5 Aana,0 Feet / Paved,5 Aana,9 months ago,"['Parking', 'Balcony', 'Water Supply', 'Wifi', 'Solar Water', 'Water Tank', 'Maintenance']", Kathmandu, Nagarjun
"4BHK Modern Home Available For SALE At Chappal Karkhana, Kathmandu : House For Sale In Chappal Karkhana, Kathmandu","['Chapalkarkhana', ' Chappal Karkhana', ' Kathmandu']","NPR. 3,50,00,000 Onwards",4,4,,1,South,,1.1K,0-3-0-0 Aana,16 Feet,N/A Aana,9 months ago,"['Drainage', 'Parking', 'Water Supply', 'Modular Kitchen']", Kathmandu, Chappal Karkhana
"House For Sale : House For Sale In Budhanilkantha, Kathmandu","['Chyasundol Marg', ' Budhanilkanth-6', ' Budhanilkantha', ' Kathmandu']","NPR. 2,25,00,000",4,3,2.0,1,South,2076.0,685,0-3-0-0 Aana,13 Feet / Gravelled,N/A Aana,9 months ago,"['Drainage', 'Parking', 'Balcony', 'Water Supply', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Solar Water', 'Water Well', 'Water Tank', 'Internet']", Kathmandu, Budhanilkantha
"Residential Building On Sale At Paradise Colony, Bhangal : House For Sale In Budhanilkantha, Kathmandu","['Paradise colony', ' Budhanilkantha', ' Kathmandu']","NPR. 2,75,00,000 Onwards",3,0,,2,South East,2065.0,868,0-3-2-0 Aana,13 Feet / Blacktopped,N/A Aana,9 months ago,"['Drainage', 'Parking', 'Air Condition', 'Balcony', 'Water Supply', 'TV Cable', 'Wifi']", Kathmandu, Budhanilkantha
"Fully Furnished House On Sale In Sanepa, Jhamsikhel : House For Sale In Jhamsikhel, Lalitpur","['Jhamsikhel', ' Sanepa', ' Jhamsikhel', ' Lalitpur']","NPR. 4,10,00,000",6,5,3.0,2,South East,2012.0,1K,3 Aana,13 Feet / Blacktopped,3 Aana,9 months ago,"['Parking', 'Air Condition', 'Balcony', 'Water Supply']", Lalitpur, Jhamsikhel
"Residential Plus Commercial House : House For Sale In Kapan, Kathmandu","['Faika', ' Tenjing Chowk', ' Budhanilkantha', ' Kapan', ' Kathmandu']","NPR. 2,45,00,000 Total price",6,2,2.0,0,South,2068.0,952,0-2-3-0 Aana,24 Feet / Blacktopped,1800 Sq. Feet,9 months ago,[], Kathmandu, Kapan
"Flat System 2.5 Storey House At Besigaun, Jorpati : House For Sale In Jorpati, Kathmandu","['Prakritinagar marga', ' Besigaun', '', ' Jorpati', ' Kathmandu']","NPR. 2,85,00,000 Onwards",5,2,2.0,1,South,,379,4.5 Aana,12 Feet,4.5 Aana,9 months ago,"['Parking', 'Balcony', 'Water Supply', 'Fencing', 'Water Tank', 'Store Room', 'Drainage']", Kathmandu, Jorpati
"House For Sell In Budhanilkantha Sundarbasti : House For Sale In Budhanilkantha, Kathmandu","['sundarbasti', ' Budhanilkantha', ' Kathmandu']","NPR. 5,50,00,000",5,4,,2,North East,,781,5.5 Aana,0 Feet / Blacktopped,N/A Aana,9 months ago,"['Parking', 'Balcony', 'Internet', 'Solar Water', 'Water Well']", Kathmandu, Budhanilkantha
"3 Storey Cozy House For SALE At Sanobharyang, Kathmandu : House For Sale In Sanobharyang, Kathmandu","['Sanobharyang', ' Sanobharyang', ' Kathmandu']","NPR. 1,70,00,000",7,2,,0,West,,881,0-2-2-0 Aana,16 Feet / Paved,N/A Aana,10 months ago,[], Kathmandu, Sanobharyang
"Bungalow For SALE At Sanobharyang, Kathmandu : House For Sale In Sanobharyang, Kathmandu","['Sano bharyang', ' Sanobharyang', ' Kathmandu']","NPR. 8,50,00,000",9,5,,3,West,,448,0-8-2-0 Aana,13 Feet / Paved,N/A Aana,10 months ago,"['Lawn', 'Drainage', 'Parking', 'Balcony']", Kathmandu, Sanobharyang
"1 Ropani Commercial Property For SALE At Samakhusi, Kathmandu : House For Sale In Samakhusi, Kathmandu","['Samakhusi', ' Samakhusi', ' Kathmandu']","NPR. 16,00,00,000",9,4,,10,West,,421,1-0-0-0 Ropani,20 Feet / Paved,1 Ropani,10 months ago,[], Kathmandu, Samakhusi
"House On Sale In Bhaktapur : House For Sale In Dadikot, Bhaktapur","['Gamcha', ' Dadikot', ' Bhaktapur']","NPR. 1,50,00,000 Onwards",2,2,2.0,1,West,,798,0-5-1-0 Aana,4 Feet,0-3-0-0 Aana,10 months ago,"['Water Well', 'Wifi', 'Modular Kitchen', 'Water Supply']", Bhaktapur, Dadikot
"House On Sale Inside United Colony : House For Sale In Lubhu, Lalitpur","['United colony Phase-II ', ' Lubhu', ' Lubhu', ' Lalitpur']","NPR. 3,10,00,000 Onwards",3,3,,1,East,,728,0-3-2-2 Aana,13 Feet,N/A Aana,10 months ago,"['Wifi', 'Garage', 'Water Supply', 'TV Cable']", Lalitpur, Lubhu
"RESIDENTIAL : House For Sale In Balkot, Bhaktapur","['Suryabinayak Nagarpalika 3', ' Balkot', ' Bhaktapur']","NPR. 5,25,00,000 Total Price",5,5,2.5,2,North,,792,9 Aana,26 Feet / Paved,N/A Aana,10 months ago,"['Lawn', 'Balcony', 'Fencing', 'Garden', 'Microwave', 'Drainage', 'Water Tank', 'Parking', 'Store Room']", Bhaktapur, Balkot
"RESIDENTIAL : House For Sale In Budhanilkantha, Kathmandu","['Rudreshwor chowk', ' Budhanilkantha', ' Kathmandu']","NPR. 4,95,00,000 Total Price",5,5,2.5,2,South,2079.0,6.4K,5.75 Aana,15 Feet / Blacktopped,2600 Aana,10 months ago,"['Air Condition', 'Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Water Supply', 'Water Tank', 'CCTV', 'Internet', 'Parking', 'Store Room']", Kathmandu, Budhanilkantha
"Building At Sale : House For Sale In Sorakhutte, Kathmandu","['Sorakhutte', ' Sorakhutte', ' Kathmandu']","NPR. 65,00,000 Per Aana",0,0,6.0,0,East,,679,11 Aana,20 Feet / Blacktopped,11 Aana,10 months ago,"['Garage', 'Parking', 'Garden', 'Drainage', 'Water Supply', 'Balcony', 'Kids Playground', 'Store Room']", Kathmandu, Sorakhutte
"House On Sale At Manmaiju : House For Sale In Manamaiju, Kathmandu","['Manamaiju', ' Manamaiju', ' Kathmandu']","NPR. 2,99,00,000 Onwards",4,4,,1,West,,839,4 Aana,20 Feet,2300 Sq. Feet,10 months ago,"['Lawn', 'Drainage', 'Parking', 'CCTV', 'Garden', 'Water Supply', 'Balcony', 'TV Cable', 'Kids Playground']", Kathmandu, Manamaiju
"House On Sale At Bhaisepati : House For Sale In Bhaisepati, Lalitpur","['Sainbu', ' Bhaisepati', ' Lalitpur']","NPR. 3,58,00,000 Onwards",4,3,,1,North,,1.3K,4.25 Aana,20 Feet,2102 Sq. Feet,10 months ago,"['Balcony', 'Drainage', 'Parking', 'CCTV', 'TV Cable', 'Maintenance', 'Water Supply', 'Security Staff']", Lalitpur, Bhaisepati
"House : House For Sale In Matatirtha, Kathmandu","['Takhel', ' Matatirtha', ' Kathmandu']","NPR. 1,45,00,000 Onwards",0,0,,0,West,,935,4 Aana,3 Feet,N/A Aana,10 months ago,"['Drainage', 'Balcony', 'Water Supply', 'Internet']", Kathmandu, Matatirtha
"RESIDENTIAL : House For Sale In Baluwatar, Kathmandu","['Chundevi', ' near Panchakanya School', ' Baluwatar', ' Kathmandu']","NPR. 7,50,00,000 Total Price",8,9,4.0,3,South East,,840,0-6-0-0 Aana,11 Feet / Blacktopped,N/A Sq. Feet,10 months ago,"['Balcony', 'Modular Kitchen', 'Drainage', 'Solar Water', 'Water Tank', 'Parking', 'Store Room']", Kathmandu, Baluwatar
"House For Sale In Sano Gaun, Lalitpur","['Imadol', ' Sanagaun', ' Sano Gaun', ' Lalitpur']","NPR. 3,39,00,000",5,4,4.0,1,South East,2076.0,583,4.5 Aana,16 Feet / Gravelled,N/A Sq. Feet,11 months ago,"['Garage', 'Parking', 'Balcony', 'Modular Kitchen', 'Water Tank', 'Store Room', 'Wifi']", Lalitpur, Sano Gaun
"House On Sale At Imadole : House For Sale In Imadol, Lalitpur","['Shital Height', ' Imadol', ' Lalitpur']","NPR. 2,70,00,000",5,4,3.0,1,South,2079.0,893,0-3-1-0 Aana,13 Feet / Blacktopped,N/A Aana,11 months ago,"['Drainage', 'Parking', 'Water Supply']", Lalitpur, Imadol
"House On Sale At Rudreshwor, Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","['Rudreshwor', ' Budhanilkantha', ' Kathmandu']","NPR. 11,50,00,000",5,4,3.0,4,South West,,1.2K,1-2-0-0 Aana,14 Feet / Blacktopped,N/A Aana,11 months ago,"['Drainage', 'Garage', 'Parking', 'Water Supply', 'Balcony', 'Water Tank', 'Water Well']", Kathmandu, Budhanilkantha
"House On Sale At Mahatto Marg, Bhaisepati : House For Sale In Bhaisepati, Lalitpur","['Mahatto Marg', ' Bhaisepati', ' Lalitpur']","NPR. 4,65,00,000",4,4,3.0,2,East,,652,0-4-0-0 Aana,13 Feet / Blacktopped,N/A Aana,11 months ago,"['Modular Kitchen', 'Parking', 'Garage', 'Water Supply', 'Jacuzzi']", Lalitpur, Bhaisepati
"Residential Bungalow For Sale In Imadol : House For Sale In Balkumari, Lalitpur","['Imadol', ' Balkumari', ' Lalitpur']","NPR. 3,60,00,000",0,2,2.0,2,North East,2066.0,681,7 Aana,20 Feet / Blacktopped,N/A Aana,11 months ago,"['Drainage', 'Water Supply', 'Store Room', 'Water Well']", Lalitpur, Balkumari
"House For Sale In Mid Baneshwor, Kathmandu","['Deurali club mid baneswer', ' Mid Baneshwor', ' Kathmandu']","NPR. 1,00,00,000 Per Aana",0,0,2.0,0,West,2069.0,868,12 Aana,24 Feet / Blacktopped,381.55 Sq. Feet,11 months ago,"['Parking', 'Air Condition', 'Balcony', 'Water Supply', 'Garden', 'Modular Kitchen', 'TV Cable', 'Solar Water', 'Kids Playground']", Kathmandu, Mid Baneshwor
"House For Sale In Bhaisepati, Lalitpur","['i Aawash', ' Bhaisepati', ' Lalitpur']","NPR. 21,00,00,000",6,4,3.0,0,East,,1.2K,0-18-0-0 Aana,22 Feet / Blacktopped,N/A Aana,11 months ago,"['Garage', 'Balcony', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Electricity Backup', 'Parking']", Lalitpur, Bhaisepati
"Full Furnished : House For Sale In Balkhu, Kathmandu","['Balkhu Height', ' Balkhu', ' Kathmandu']","NPR. 7,25,00,000 Total Price",6,5,3.0,3,South,2068.0,8.3K,0-8-0-0 Aana,20 Feet / Blacktopped,N/A Aana,11 months ago,"['Lawn', 'Garage', 'Balcony', 'Deck', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'CCTV', 'Intercom', 'Internet', 'Parking', 'Store Room']", Kathmandu, Balkhu
"Semi Bungalow House On Sale At Imadole : House For Sale In Imadol, Lalitpur","['Green Hill City', ' Imadol', ' Lalitpur']","NPR. 2,35,00,000",5,3,3.0,1,East,2079.0,804,0-3-0-0 Aana,13 Feet / Blacktopped,N/A Aana,11 months ago,"['Balcony', 'Modular Kitchen', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking']", Lalitpur, Imadol
"House For Sale In Chapali, Kathmandu","['Budhanilkantha', ' Chapali', ' Kathmandu']","NPR. 1,50,000",5,4,3.0,4,East,,1.3K,0-16-0-0 Aana,13 Feet / Blacktopped,N/A Aana,11 months ago,"['Garage', 'Water Supply', 'Parking']", Kathmandu, Chapali
"House For Sale In Bafal, Kathmandu","['Bafal', ' Bafal', ' Kathmandu']","NPR. 5,80,00,000 Total",6,3,2.0,3,East,,605,0-8-3-1 Aana,0 Feet,N/A Aana,11 months ago,"['Garage', 'Drainage', 'Parking']", Kathmandu, Bafal
"House For Sale In Dhapasi, Kathmandu","['Dhapasi', ' Dhapasi', ' Kathmandu']","NPR. 3,10,00,000 Onwards",0,0,3.0,1,North,,655,0-3-2-0 Aana,12 Feet / Blacktopped,N/A Aana,11 months ago,"['Lawn', 'Parking']", Kathmandu, Dhapasi
"Newly Built House On Urgent Sale At Battisputali : House For Sale In Baneshwor, Kathmandu","['Baneshor', ' Baneshwor', ' Kathmandu']","NPR. 3,20,00,000 Onwards",0,2,3.0,0,East,,1.8K,4.5 Aana,20 Feet,2000 Sq. Feet,11 months ago,[], Kathmandu, Baneshwor
"House For Sale In Bhaisepati, Lalitpur","['Medicity', ' Bhaisepati', ' Lalitpur']","NPR. 3,75,00,000 Onwards",4,4,4.0,1,North East,2021.0,1.1K,0-3-2-0 Aana,20 Feet / Blacktopped,2375 Aana,11 months ago,"['Lawn', 'Balcony', 'Deck', 'Fencing', 'Garden', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'CCTV', 'Electricity Backup', 'Parking', 'Jacuzzi']", Lalitpur, Bhaisepati
"House For Sale In Kadaghari, Kathmandu","['Khanepani Tanki Tole', ' Kadaghari', ' Kathmandu']","NPR. 2,70,00,000",6,3,3.0,1,North,2022.0,1K,0-3-2-0 Aana,13 Feet / Gravelled,N/A Aana,11 months ago,"['Balcony', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Parking']", Kathmandu, Kadaghari
"Booking Open In Downtown Housing Bhaisepati : House For Sale In Bhaisepati, Lalitpur","['Bhaisepati', ' Bhaisepati', ' Lalitpur']","NPR. 3,50,00,000",4,4,3.0,1,East,2079.0,1.1K,0-3-2-0 Aana,20 Feet / Blacktopped,N/A Aana,11 months ago,"['Garage', 'Garden', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'Parking']", Lalitpur, Bhaisepati
"Booking Open For 5BHK Bungalow In Italitar, Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","['Italitar', ' Budhanilkantha', ' Kathmandu']","NPR. 7,75,00,000",5,5,3.0,3,East,2079.0,786,0-8-1-0 Aana,20 Feet / Blacktopped,N/A Aana,11 months ago,"['Garage', 'Garden', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Parking', 'Jacuzzi']", Kathmandu, Budhanilkantha
"East Faced House On Sale At Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","['Rudreshwor', ' Budhanilkantha', ' Budhanilkantha', ' Kathmandu']","NPR. 5,00,00,000",4,5,3.0,2,East,2079.0,742,0-5-1-0 Aana,14 Feet / Gravelled,N/A Aana,11 months ago,"['Balcony', 'Modular Kitchen', 'Solar Water', 'Water Tank', 'Parking']", Kathmandu, Budhanilkantha
"House For Sale In Imadol, Lalitpur","['Imadol', ' Lalitpur', ' Imadol', ' Lalitpur']","NPR. 1,60,00,000",2,1,1.0,2,South West,2022.0,882,3 Aana,13 Feet / Gravelled,N/A Aana,11 months ago,"['Balcony', 'Drainage', 'Parking']", Lalitpur, Imadol
"House In Sale At Taukhel, Godawari (4.5 Aana) : House For Sale In Dakshinkali, Kathmandu","['Taukhel', ' Godawari', ' Dakshinkali', ' Kathmandu']","NPR. 3,00,00,000 Onwards",0,0,2.0,1,East,2015.0,473,4.5 Aana,0 Feet / Blacktopped,2.5 Aana,1 year ago,"['Air Condition', 'Parking', 'Balcony', 'Water Supply', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Tank', 'Internet']", Kathmandu, Dakshinkali
"House On Sale At Deuba Chowk : House For Sale In Budhanilkantha, Kathmandu","['Deuba Chowk', ' Budhanilkantha', ' Kathmandu']","NPR. 4,50,00,000 Total",5,4,3.0,1,South,2079.0,861,04-3-0 Aana,13 Feet / Blacktopped,N/A Aana,1 year ago,"['Garage', 'Balcony', 'Garden', 'Modular Kitchen', 'Water Supply', 'Water Well', 'Electricity Backup', 'Parking']", Kathmandu, Budhanilkantha
"Semi Bungalow House : House For Sale In Budhanilkantha, Kathmandu","['Hattigaunda', ' Budhanilkantha', ' Kathmandu']","NPR. 4,50,00,000 Total",6,4,3.0,2,East,2079.0,696,0-5-0-0 Aana,13 Feet / Blacktopped,N/A Aana,1 year ago,"['Garage', 'Balcony', 'Modular Kitchen', 'Drainage', 'Water Tank', 'Water Well', 'Parking']", Kathmandu, Budhanilkantha
"House In Shanta Colony, Hepali Height : House For Sale In Budhanilkantha, Kathmandu","['Shanta Colony', ' Hepali Height', ' Budhanilkantha', ' Kathmandu']","NPR. 4,50,00,000 Total",3,4,3.0,2,South West,2074.0,772,0-4-2-0 Aana,20 Feet / Blacktopped,N/A Aana,1 year ago,"['Lawn', 'Garage', 'Air Condition', 'Balcony', 'Garden', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'CCTV', 'Electricity Backup', 'Parking']", Kathmandu, Budhanilkantha
"Attractive : House For Sale In Tokha, Kathmandu","['Dhapasi', ' Tokha', ' Kathmandu']","NPR. 4,10,00,000 Total",5,4,3.0,1,South East,2079.0,480,0-4-0-2 Aana,20 Feet / Blacktopped,N/A Aana,1 year ago,"['Garage', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking']", Kathmandu, Tokha
"Amazing : House For Sale In Bhaisepati, Lalitpur","['Manjushree marg', ' Bhaisepati', ' Lalitpur']","NPR. 3,80,00,000 Total",4,4,3.0,1,East,2079.0,627,0-3-2-0 Aana,13 Feet / Blacktopped,N/A Aana,1 year ago,"['Balcony', 'Drainage', 'Water Supply', 'Parking']", Lalitpur, Bhaisepati
"House For Sale In Tokha, Kathmandu","['Dhapasi', ' Tokha', ' Kathmandu']","NPR. 3,75,00,000 Total",6,4,3.0,1,East,2079.0,404,0-4-0-0 Aana,13 Feet / Blacktopped,N/A Aana,1 year ago,"['Garage', 'Drainage', 'Water Tank', 'Water Well', 'Parking']", Kathmandu, Tokha
"House For Sale In Mulpani, Kathmandu","['Tiwari Tole-6', ' Mulpani', ' Kathmandu']","NPR. 1,60,00,000",0,3,3.0,1,East,2014.0,626,960 Sq. Feet,12 Feet / Paved,900 Sq. Feet,1 year ago,"['Lawn', 'Balcony', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']", Kathmandu, Mulpani
"House For Sale In Budhanilkantha, Kathmandu","['Rudreshwor', ' Budhanilkantha', ' Kathmandu']","NPR. 5,95,00,000",5,5,3.0,3,South,2078.0,679,0-6-0-0 Aana,13 Feet / Gravelled,N/A Aana,1 year ago,"['Lawn', 'Garage', 'Air Condition', 'Balcony', 'Fencing', 'Garden', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'CCTV', 'Electricity Backup', 'Parking', 'Jacuzzi']", Kathmandu, Budhanilkantha
"House For Sale In Budhanilkantha, Kathmandu","['Hepali Height', ' Budhanilkantha', ' Kathmandu']","NPR. 4,25,00,000",5,4,3.0,1,South East,2079.0,499,0-5-0-0 Aana,13 Feet / Blacktopped,N/A Aana,1 year ago,"['Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Parking']", Kathmandu, Budhanilkantha
"House For Sale In Hattigauda, Kathmandu","['Ganesh Chowk', ' Budhanilkantha', ' Hattigauda', ' Kathmandu']","NPR. 4,50,00,000",5,4,3.0,1,East,2079.0,855,0-5-2-0 Aana,13 Feet / Gravelled,N/A Aana,1 year ago,"['Modular Kitchen', 'Drainage', 'Water Tank', 'Water Well', 'Parking']", Kathmandu, Hattigauda
"House For Sale In Dhapasi, Kathmandu","['Dhapasi', ' Dhapasi', ' Kathmandu']","NPR. 13,50,00,000",6,7,3.0,3,East,2079.0,862,1-0-0-0 Aana,13 Feet / Blacktopped,N/A Aana,1 year ago,"['Lawn', 'Garage', 'Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'Swimming Pool', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Parking', 'Jacuzzi']", Kathmandu, Dhapasi
"House For Sale In Hattiban, Lalitpur","['Hattiban', ' Hattiban', ' Lalitpur']","NPR. 4,60,00,000",4,4,3.0,1,East,2079.0,488,0-4-2-0 Aana,13 Feet / Blacktopped,2200 Aana,1 year ago,[], Lalitpur, Hattiban
"House For Sale In Dhapasi, Kathmandu","['Chyasindol', ' Dhapasi', ' Dhapasi', ' Kathmandu']","NPR. 2,30,00,000 Onwards",4,3,3.0,1,North East,,807,0-3-1-0 Aana,13 Feet / Blacktopped,N/A Aana,1 year ago,[], Kathmandu, Dhapasi
"Near HICAST College : House For Sale In Kirtipur, Kathmandu","['kirtipur-3 near HICAST college', ' Kirtipur', ' Kathmandu']","NPR. 2,40,00,000 Onwards",2,2,1.0,2,South West,2015.0,832,0-5-0-0 Aana,7 Meter / Blacktopped,935 Aana,1 year ago,"['Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking']", Kathmandu, Kirtipur
"Brand New Modern Villa : House For Sale In Bhaisepati, Lalitpur","['Bhaisepati', ' Bhaisepati', ' Lalitpur']","NPR. 15,00,00,000",6,7,3.0,2,East,2078.0,909,0-8-2-0 Aana,13 Feet / Blacktopped,N/A Aana,1 year ago,"['Lawn', 'Garage', 'Air Condition', 'Balcony', 'Deck', 'Fencing', 'Garden', 'Gym', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'CCTV', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Parking', 'Jacuzzi']", Lalitpur, Bhaisepati
"Siddhartha Colony : House For Sale In Budhanilkantha, Kathmandu","['Budhanilkantha', ' Budhanilkantha', ' Kathmandu']","NPR. 13,50,00,000",6,6,3.0,6,East,2078.0,696,1-5-0 Aana,20 Feet / Blacktopped,N/A Aana,1 year ago,"['Water Supply', 'Parking']", Kathmandu, Budhanilkantha
"Colony : House For Sale In Budhanilkantha, Kathmandu","['Budhanilkantha', ' Budhanilkantha', ' Kathmandu']","NPR. 4,25,00,000",5,5,2.0,1,South East,2078.0,660,0-3-3-0 Aana,16 Feet / Blacktopped,N/A Aana,1 year ago,"['Balcony', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking']", Kathmandu, Budhanilkantha
